date,Total Tested,positive,Recovered,deaths,hospitalized,new hospital,ICU,Admit,RMCC6-Hospitalized,RMCC6-ICU,RMCC6-Admit,RMCC6-Leave,negative,Percent Pos,discharged,never_hospitalized,New Positive,New Negative,New Percent Positive,Week Positivity Rate,Total Daily Tests,Still Sick,Percent Hospitalized,New Deaths,Bremer Positive,Butler P,BlackHawk P,Bremer Recovered,Butler R,BlackHawk R,Bremer Death,Butler D,BlackHawk D,Bremer SS,Butler SS,BlackHawk SS,Knights Positive,Knights Isolation,Kights Quarantine,TotalTested2,TotalPositive2,TotalRecovered2,TotalDeaths2,Individuals Reported,Individuals Positive,,Bremer Rep,Bremer Pos,Black Hawk Rep,Black Hawk Pos,Butler Rep,Butler Pos,Bremer Pct,Black Hawk Pct,Butler Pct,State 7Day,State 14Day,Bremer 7Day,Black Hawk 7Day,Butler 7Day,Bremer School,Black Hawk School,Butler School,Total Tests,Positive Tests,PCR Individuals,Antigen Individuals,Individuals Tested,Positive PCR Individuals,Positive Antigen Individuals,Individuals Postive,Bremer Total Tests,Bremer Positive Tests,Bremer PCR Individuals,Bremer Antigen Individuals,Bremer Individuals Tested,Bremer Positive PCR Individuals,Bremer Positive Antigen Individuals,Bremer Individuals Postive,Butler Total Tests,Butler Positive Tests,Butler PCR Individuals,ButlerAntigen Individuals,Butler Individuals Tested,Positive Butler PCR Individuals,Positive ButlerAntigen Individuals,Butler Individuals Postive,Black Hawk Total Tests,Black Hawk Positive Tests,BH PCR Individuals,BH Antigen Individuals,Black Hawk Individuals Tested,Positive BH PCR Individuals,Positive BH Antigen Individuals,Black Hawk Individuals Postive
2020-09-13,700464,74299,53117,1218,274,,79,36,74,19,13,6,626165,11%,,,804,5289,13.2%,14.0%,6093,19964,1%,2,424,239,4168,241,213,3249,7,2,81,176,24,838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-14,703686,74739,53301,1220,272,,75,34,70,16,9,13,628947,11%,,,440,2782,13.7%,13.5%,3222,20218,1%,2,428,244,4179,241,216,3254,7,2,81,180,26,844,9,12,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-15,707012,75167,54237,1233,284,,74,36,72,15,9,7,631845,11%,,,428,2898,12.9%,13.5%,3326,19697,1%,13,436,246,4193,244,218,3288,7,2,81,185,26,824,15,15,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-16,712506,75860,54996,1234,291,,79,44,69,16,11,14,636646,11%,,,693,4801,12.6%,13.3%,5494,19630,1%,1,441,248,4221,249,221,3340,7,2,83,185,25,798,20,20,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-17,719629,76967,55725,1248,271,,85,34,60,17,8,17,642662,11%,,,1107,6016,15.5%,13.9%,7123,19994,1%,14,447,251,4249,251,223,3373,7,2,84,189,26,792,29,29,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-18,725004,77979,56452,1257,281,,91,55,67,20,21,14,647025,11%,,,1012,4363,18.8%,14.5%,5375,20270,1%,9,452,254,4288,255,227,3407,7,2,84,190,25,797,29,29,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-19,732185,79073,57227,1264,282,,81,34,68,13,7,6,653112,11%,,,1094,6087,15.2%,14.8%,7181,20582,1%,7,459,257,4319,258,231,3439,7,2,86,194,24,794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-20,737979,80009,57511,1265,269,,73,46,62,13,12,18,657970,11%,,,936,4858,16.2%,15.2%,5794,21233,1%,1,463,258,4339,258,232,3445,7,2,86,198,24,808,30,31,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-21,740655,80475,57815,1265,271,,74,34,65,16,8,5,660180,11%,,,466,2210,17.4%,15.5%,2676,21395,1%,0,462,260,4352,258,234,3450,7,2,86,197,24,816,27,28,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-22,744666,81081,59162,1284,285,,72,37,74,17,10,1,663585,11%,,,606,3405,15.1%,15.7%,4011,20635,1%,19,468,262,4375,265,234,3491,7,2,86,196,26,798,25,26,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-23,750122,81794,60285,1293,301,,77,59,71,17,12,15,668328,11%,,,713,4743,13.1%,15.8%,5456,20216,1%,9,472,264,4401,272,238,3543,7,2,88,193,24,770,31,32,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-24,757067,83098,61452,1298,305,,79,56,77,22,14,8,673969,11%,,,1304,5641,18.8%,16.4%,6945,20348,1%,5,476,265,4423,284,239,3600,7,2,88,185,24,735,28,28,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-25,763690,84160,62574,1303,330,,87,69,81,21,15,11,679530,11%,,,1062,5561,16.0%,16.0%,6623,20283,2%,5,484,268,4442,289,242,3676,7,2,88,188,24,678,20,20,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-26,771755,85422,65442,1311,334,,84,57,85,20,12,8,686333,11%,,,1262,6803,15.6%,16.0%,8065,18669,2%,8,491,270,4482,312,249,3718,7,2,90,172,19,674,13,13,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-27,777570,86191,65767,1314,343,,89,57,90,23,19,14,691379,11%,,,769,5046,13.2%,15.6%,5815,19110,2%,3,494,271,4495,315,250,3723,7,2,90,172,19,682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-28,785124,86661,66162,1316,353,,96,51,88,23,11,13,698463,11%,,,470,7084,6.2%,13.9%,7554,19183,2%,2,495,271,4503,316,252,3734,7,2,90,172,17,679,8,8,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29,789287,87304,67359,1324,376,,97,59,87,23,11,12,701983,11%,,,643,3520,15.4%,13.9%,4163,18621,2%,8,502,276,4510,343,253,3775,7,2,90,152,21,645,7,7,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-30,797138,88555,68365,1342,390,,100,61,99,27,20,8,708583,11%,,,1251,6600,15.9%,14.4%,7851,18848,2%,18,508,279,4547,356,256,3826,7,2,92,145,21,629,7,7,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-01,802646,89425,69528,1358,407,,104,53,97,30,10,12,713221,11%,,,870,4638,15.8%,13.9%,5508,18539,2%,16,513,281,4567,377,259,3878,7,2,92,129,20,597,7,7,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-02,809262,90528,70383,1366,393,,95,66,95,25,13,15,718734,11%,,,1103,5513,16.7%,14.0%,6616,18779,2%,8,516,283,4592,382,261,3924,7,2,92,127,20,576,4,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-03,815884,91693,71293,1377,402,,100,58,103,28,14,6,724191,11%,,,1165,5457,17.6%,14.2%,6622,19023,2%,11,519,289,4617,391,264,3962,7,2,92,121,23,563,4,4,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-04,821403,92544,71581,1381,392,,104,58,101,29,19,21,728859,11%,,,851,4668,15.4%,14.5%,5519,19582,2%,4,525,293,4644,392,264,3964,7,2,93,126,27,587,3,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-05,823766,92843,71785,1387,398,,99,54,103,25,17,15,730923,11%,,,299,2064,12.7%,16.0%,2363,19671,2%,6,527,292,4648,394,264,3970,7,2,94,126,26,584,3,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-06,827172,93380,72139,1398,413,,104,61,103,26,10,10,733792,11%,,,537,2869,15.8%,16.0%,3406,19843,2%,11,527,293,4664,397,264,3978,7,2,94,123,27,592,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-07,832909,94342,73237,1414,444,,104,97,99,26,16,20,738567,11%,,,962,4775,16.8%,16.2%,5737,19691,2%,16,531,301,4707,403,267,4024,7,2,95,121,32,588,2,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-08,841904,95850,74166,1419,449,,112,63,105,28,18,12,746054,11%,,,1508,7487,16.8%,16.4%,8995,20265,2%,5,534,304,4746,413,267,4050,7,2,95,114,35,601,3,3,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-09,847954,96852,74993,1433,461,,104,77,111,26,21,15,751102,11%,,,1002,5048,16.6%,16.3%,6050,20426,2%,14,541,307,4794,420,273,4079,7,2,95,114,32,620,4,4,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-10,855352,98305,75930,1454,450,,101,63,113,28,23,21,757047,11%,,,1453,5945,19.6%,16.8%,7398,20921,2%,21,555,318,4854,426,275,4103,7,2,96,122,41,655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-11,861858,99619,76254,1460,438,,100,63,101,20,11,23,762239,12%,,,1314,5192,20.2%,17.5%,6506,21905,2%,6,563,322,4912,427,285,4108,7,2,96,129,35,708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-12,864454,100043,76491,1462,449,,109,53,100,21,13,14,764411,12%,,,424,2172,16.3%,17.7%,2596,22090,2%,2,564,322,4920,429,285,4112,7,2,96,128,35,712,6,6,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-13,867390,100562,78027,1481,463,,114,62,100,19,16,16,766828,12%,,,519,2417,17.7%,17.9%,2936,21054,2%,19,569,322,4931,441,292,4150,7,2,96,121,28,685,7,7,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-14,872496,101628,79022,1491,473,,106,74,104,22,16,12,770868,12%,,,1066,4040,20.9%,18.4%,5106,21115,2%,10,576,324,4967,448,294,4188,7,2,96,121,28,683,8,8,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-15,879098,103015,80076,1505,482,,107,66,102,20,17,19,776083,12%,,,1387,5215,21.0%,19.3%,6602,21434,2%,14,583,326,5008,455,295,4219,7,2,96,121,29,693,8,8,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-16,886557,104552,80486,1521,468,,105,66,94,17,15,23,782005,12%,,,1537,5922,20.6%,19.9%,7459,22545,2%,16,594,333,5075,457,304,4245,7,2,96,130,27,734,8,8,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-17,893668,106047,81468,1524,461,,104,55,97,17,14,11,787621,12%,,,1495,5616,21.0%,20.2%,7111,23055,2%,3,605,337,5130,462,304,4281,7,2,96,136,31,753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-18,898873,107062,81781,1528,475,,108,84,103,19,21,15,791811,12%,,,1015,4190,19.5%,20.1%,5205,23753,2%,4,611,340,5167,464,304,4286,7,2,96,140,34,785,5,5,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-19,901734,107562,82046,1532,480,,113,63,97,19,11,17,794172,12%,,,500,2361,17.5%,20.2%,2861,23984,2%,4,611,342,5176,465,304,4300,7,2,96,139,36,780,3,3,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-20,905212,108176,83416,1548,501,,122,71,106,24,19,10,797036,12%,,,614,2864,17.7%,20.1%,3478,23212,2%,16,614,344,5195,469,317,4326,8,2,96,137,25,773,5,5,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-21,910774,109313,84604,1576,534,,134,90,116,28,21,11,801461,12%,,,1137,4425,20.4%,20.1%,5562,23133,2%,28,625,347,5269,476,319,4345,9,2,96,140,26,828,6,6,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-22,917195,110779,85593,1594,530,,135,85,124,31,29,21,806416,12%,,,1466,4955,22.8%,20.4%,6421,23592,2%,18,630,352,5314,481,319,4366,9,2,98,140,31,850,7,7,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-23,923998,112346,86520,1617,536,,134,78,129,28,20,15,811652,12%,,,1567,5236,23.0%,20.8%,6803,24209,2%,23,644,356,5402,486,320,4389,9,2,98,149,34,915,7,7,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-24,931803,114462,87448,1629,545,,130,101,122,28,26,33,817341,12%,,,2116,5689,27.1%,22.1%,7805,25385,2%,12,660,362,5498,489,323,4410,9,2,98,162,37,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-25,936811,115775,87711,1634,541,,119,85,112,23,21,31,821036,12%,,,1313,3695,26.2%,23.0%,5008,26430,2%,5,669,373,5561,490,329,4415,9,2,98,170,42,1048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26,939205,116350,87970,1635,561,,129,73,112,23,13,13,822855,12%,,,575,1819,24.0%,23.5%,2394,26745,2%,1,672,378,5575,491,332,4422,9,2,98,172,44,1055,7,7,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-27,944005,117619,89402,1657,564,,128,78,124,25,25,13,826386,12%,,,1269,3531,26.4%,24.3%,4800,26560,2%,22,677,384,5650,500,336,4452,9,2,98,168,46,1100,10,10,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-28,948490,119187,90406,1679,596,,136,113,132,27,26,18,829303,13%,,,1568,2917,35.0%,26.2%,4485,27102,2%,22,691,389,5756,508,338,4489,9,3,101,174,48,1166,13,13,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-29,956356,121742,91376,1691,605,,135,113,135,28,30,27,834614,13%,,,2555,5311,32.5%,28.0%,7866,28675,2%,12,707,402,5910,511,345,4511,9,3,102,187,54,1297,11,11,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-30,963686,124358,92261,1705,606,,152,95,143,42,29,21,839328,13%,,,2616,4714,35.7%,30.3%,7330,30392,2%,14,728,410,6042,513,347,4530,9,3,102,206,60,1410,12,12,64,,,,,6067,1315,0.216746333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-31,971195,127111,93181,1714,630,,153,99,171,49,40,12,844084,13%,,,2753,4756,36.7%,32.1%,7509,32216,2%,9,757,420,6212,518,348,4551,9,3,102,230,69,1559,10,10,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-01,979817,130042,93507,1716,676,,164,128,176,50,37,32,849775,13%,,,2931,5691,34.0%,33.2%,8622,34819,2%,2,781,435,6415,520,348,4555,9,3,102,252,84,1758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-02,983754,131372,93807,1733,718,,156,108,183,48,29,22,852382,13%,,,1330,2607,33.8%,33.7%,3937,35832,2%,17,798,438,6468,523,351,4567,9,3,103,266,84,1798,9,9,51,,,,,5100,1085,0.212745098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-03,987737,132989,95411,1755,730,,170,92,198,54,31,16,854748,13%,,,1617,2366,40.6%,35.1%,3983,35823,2%,22,833,455,6541,532,371,4624,9,3,104,292,81,1813,,,,,,,,3393,866,0.255231359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-04,994459,135931,96621,1779,777,,182,164,216,58,55,37,858528,14%,,,2942,3780,43.8%,36.4%,6722,37531,2%,24,876,478,6725,532,377,4669,9,3,106,335,98,1950,11,11,74,,,,,3862,906,0.234593475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-05,1002772,139605,97927,1801,839,,188,156,227,60,43,32,863167,14%,,,3674,4639,44.2%,38.5%,8313,39877,2%,22,911,492,6920,549,378,4718,10,3,106,352,111,2096,10,10,79,,,,,5729,1406,0.245418049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-06,1012646,143860,99178,1814,912,,188,164,246,43,51,32,868786,14%,,,4255,5619,43.1%,39.8%,9874,42868,2%,13,966,522,7130,561,392,4770,10,3,107,395,127,2253,12,12,73,,,,,12336,3417,0.276994163,86,53,485,158,49,34,0.61627907,0.325773196,0.310126582,0.252465483,0.24652616,0.61627907,0.325773196,0.693877551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-07,1021619,148246,100343,1828,949,,194,165,204,30,42,84,873373,15%,,,4386,4587,48.9%,41.9%,8973,46075,2%,14,1021,539,7319,567,405,4816,10,3,107,444,131,2396,,,,,,,,6479,1841,0.284148788,59,14,231,65,29,14,0.237288136,0.281385281,0.446153846,0.258028673,0.252199413,0.462068966,0.311452514,0.615384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-08,1029894,152117,100708,1842,992,,190,181,269,39,59,-6,877777,15%,,,3871,4404,46.8%,44.1%,8275,49567,2%,14,1053,554,7528,566,405,4824,11,3,108,476,146,2596,,,,,,,,7634,2162,0.283206707,69,20,362,109,34,9,0.289855072,0.301104972,0.311926606,0.262344778,0.25687747,0.406542056,0.307977737,0.508928571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-09,1040914,156816,101036,1845,1034,,184,152,276,33,44,37,884098,15%,,,4699,6321,42.6%,44.5%,11020,53935,2%,3,1129,596,7750,568,430,4834,11,3,108,550,163,2808,20,20,89,,,,,10700,2952,0.27588785,113,37,375,100,41,17,0.327433628,0.266666667,0.41,0.270281052,0.260195759,0.379204893,0.297315898,0.483660131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-10,1049802,161248,102887,1872,1135,,196,166,297,32,33,12,888554,15%,,,4432,4456,49.9%,45.5%,8888,56489,2%,27,1171,620,7902,584,431,4896,12,3,110,575,186,2896,26,26,134,,,,,9535,2782,0.291767174,86,37,402,129,58,21,0.430232558,0.320895522,0.449612403,0.274828965,0.264445542,0.389830508,0.302425876,0.450236967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-11,1059705,166021,104213,1898,1190,,210,230,311,40,55,41,893684,16%,,,4773,5130,48.2%,46.1%,9903,59910,2%,26,1249,654,8210,589,432,4944,12,3,110,648,219,3156,33,33,140,,,,,7551,2213,0.293073765,99,38,403,137,62,17,0.383838384,0.339950372,0.452554745,0.279717831,0.267203327,0.388671875,0.309123118,0.41025641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-12,1068253,170338,105356,1927,1208,,215,207,323,44,52,40,897915,16%,,,4317,4231,50.5%,46.9%,8548,63055,2%,29,1285,679,8384,598,432,4996,12,3,112,675,244,3276,38,38,169,,,,,9410,2752,0.292454835,110,31,336,115,27,15,0.281818182,0.342261905,0.234782609,0.284688507,0.269909791,0.36977492,0.313415574,0.423333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-13,1079246,175425,106492,1947,1227,,240,213,319,44,43,47,903821,16%,,,5087,5906,46.3%,47.4%,10993,66986,2%,20,1341,699,8593,603,434,5038,12,3,112,726,262,3443,35,35,161,,,,,10099,2912,0.288345381,89,34,455,140,40,15,0.382022472,0.307692308,0.285714286,0.286835591,0.275449754,0.3376,0.310062402,0.371134021,0.308,0.264,0.223,,,,,1079246,,,175425,18418,,,,,,,1341,13814,,,,,,,699,106361,,,,,,,8593
2020-11-14,1089765,180251,107593,1972,1261,,246,217,327,48,56,48,909514,17%,,,4826,5693,45.9%,47.0%,10519,70686,2%,25,1423,738,8866,610,434,5075,12,3,113,801,301,3678,,,,,,,,11959,3412,0.285308136,90,36,343,108,39,11,0.4,0.314868805,0.361111111,0.286822748,0.2765857,0.355182927,0.313153961,0.348837209,0.301,0.264,0.23,,,,,1089765,,,180251,18508,,,,,,,1423,13854,,,,,,,738,106816,,,,,,,8866
2020-11-15,1100077,184684,107880,1985,1279,,247,208,336,52,60,51,915393,17%,,,4433,5879,43.0%,46.4%,10312,74819,2%,13,1485,767,9060,610,434,5086,12,3,115,863,330,3859,,,,,,,,10735,2719,0.253283652,107,25,453,105,54,22,0.23364486,0.231788079,0.514285714,0.282072897,0.274401425,0.342939481,0.301409469,0.367601246,0.293,0.259,0.238,,,,,1100077,,,184684,18615,,,,,,,1485,13893,,,,,,,767,107159,,,,,,,9060
2020-11-16,1105462,187001,108175,1989,1392,,271,243,347,51,47,36,918461,17%,,,2317,3068,43.0%,46.8%,5385,76837,2%,4,1511,774,9143,612,434,5094,12,3,116,887,337,3933,34,34,124,,,,,6334,1698,0.268077045,97,29,310,90,35,10,0.298969072,0.290322581,0.388888889,0.281730491,0.27677183,0.339233038,0.304959289,0.352380952,0.301,0.259,0.235,,,,,1105462,,,187001,18712,,,,,,,1511,13947,,,,,,,774,107612,,,,,,,9143
2020-11-17,1114058,190580,109929,2023,1510,,288,215,374,58,60,33,923478,17%,,,3579,5017,41.6%,45.6%,8596,78628,2%,34,1549,793,9309,622,439,5182,12,3,118,915,351,4009,41,41,130,,,,,8218,2003,0.243733268,71,20,292,77,38,10,0.281690141,0.26369863,0.493506494,0.275386434,0.275126264,0.321266968,0.297839506,0.338983051,0.294,0.254,0.228,,,,,1114058,,,190580,18783,,,,,,,1549,13982,,,,,,,793,107922,,,,,,,9309
2020-11-18,1123441,194464,111285,2064,1527,,283,234,383,58,71,62,928977,17%,,,3884,5499,41.4%,44.6%,9383,81115,2%,41,1594,809,9523,630,441,5252,12,3,122,952,365,4149,35,35,126,,,,,8110,2133,0.263008631,62,19,328,78,32,5,0.306451613,0.237804878,0.41025641,0.27177985,0.275593011,0.309904153,0.283273739,0.332075472,0.293,0.25,0.225,,,,,1123441,,,194464,18845,,,,,,,1594,14020,,,,,,,809,108214,,,,,,,9523
2020-11-19,1133850,198641,112777,2102,1516,,286,233,373,51,62,72,935209,18%,,,4177,6232,40.1%,43.1%,10409,83762,2%,38,1620,829,9624,642,442,5345,12,3,124,966,384,4155,31,31,129,,,,,10903,2570,0.235714941,73,20,392,98,44,11,0.273972603,0.25,0.448979592,0.26292233,0.273578302,0.310696095,0.27050136,0.29787234,0.289,0.244,0.289,,,,,1133850,,,198641,18918,,,,,,,1620,14052,,,,,,,829,108542,,,,,,,9624
2020-11-20,1144660,203023,114293,2127,1447,,275,207,346,49,56,83,941637,18%,,,4382,6428,40.5%,42.2%,10810,86603,2%,25,1688,865,9911,650,448,5431,12,3,125,1026,414,4355,36,36,123,,,,,10022,2342,0.233685891,83,34,419,90,41,15,0.409638554,0.214797136,0.455555556,0.254628023,0.270117238,0.313893654,0.254631454,0.296819788,0.286,0.237,0.225,,,,,1144660,,,203023,19001,,,,,,,1688,14096,,,,,,,865,108934,,,,,,,9911
2020-11-21,1153797,206648,115732,2159,1416,,273,200,351,47,52,47,947149,18%,,,3625,5512,39.7%,41.2%,9137,88757,2%,32,1714,876,10044,662,448,5506,12,3,125,1040,425,4413,,,,,,,,10558,2489,0.235745406,58,13,419,100,37,8,0.224137931,0.238663484,0.37,0.245900123,0.266673244,0.290381125,0.244163796,0.288256228,0.279,0.23,0.215,,,,,1153797,,,206648,19059,,,,,,,1714,14137,,,,,,,876,109353,,,,,,,10044
2020-11-22,1162482,210055,116307,2192,1340,,255,186,314,41,37,74,952427,18%,,,3407,5278,39.2%,40.7%,8685,91556,1%,33,1749,891,10175,664,448,5537,12,3,126,1073,440,4512,,,,,,,,8418,1905,0.226300784,67,16,370,68,29,6,0.23880597,0.183783784,0.426470588,0.241996068,0.263157101,0.295499022,0.237549407,0.25390625,0.278,0.227,0.213,,,,,1162482,,,210055,19126,,,,,,,1749,14174,,,,,,,891,109772,,,,,,,10175
2020-11-23,1167506,211718,116805,2202,1333,,273,135,309,50,36,41,955788,18%,,,1663,3361,33.1%,39.8%,5024,92711,1%,10,1760,894,10209,669,451,5568,12,3,126,1079,440,4515,21,21,75,,,,,6870,1468,0.213682678,28,14,166,29,20,5,0.5,0.174698795,0.689655172,0.236295345,0.259458368,0.307692308,0.226320201,0.248962656,0.276,0.222,0.205,,,,,1167506,,,211718,19154,,,,,,,1760,14203,,,,,,,894,110142,,,,,,,10209
2020-11-24,1177279,215569,119681,2222,1351,,275,165,313,53,39,35,961710,18%,,,3851,5922,39.4%,39.5%,9773,93666,1%,20,1830,913,10413,704,452,5738,12,4,127,1114,457,4548,20,20,61,,,,,8101,1800,0.222194791,80,22,404,78,34,7,0.275,0.193069307,0.435897436,0.233511162,0.254666583,0.305986696,0.216573259,0.240506329,0.266,0.204,0.187,,,,,1177279,,,215569,19234,,,,,,,1830,14223,,,,,,,913,110308,,,,,,,10413
2020-11-25,1185848,218943,122048,2271,1305,,269,198,313,47,42,42,966905,18%,,,3374,5195,39.4%,39.2%,8569,94624,1%,49,1881,950,10600,722,453,5875,12,5,131,1147,492,4594,15,15,48,,,,,7167,1576,0.219896749,67,21,245,51,22,8,0.313432836,0.208163265,0.431372549,0.228082335,0.250417639,0.307017544,0.212836439,0.264317181,0.269,0.197,0.194,,,,,1185848,,,218943,19301,,,,,,,1881,14257,,,,,,,950,110712,,,,,,,10600
